Path,Name,Size (bytes),Size (human),Modified,Accessed,Created,Age (days),Last Access (days),Extension,Risk Score,Category,Duplicate Group
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Wellbeing Log.hmap,Wellbeing Log.hmap,121,121.0B,2025-08-05 21:44:42.436210,2025-08-05 21:47:46.777002,2025-08-05 21:44:42.436210,11,11,.hmap,22.740000000000002,Duplicate Files,Group_12ed03f0
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Wellbeing Log-all-target-headers.hmap,Wellbeing Log-all-target-headers.hmap,121,121.0B,2025-08-05 21:44:42.436627,2025-08-05 21:44:42.692724,2025-08-05 21:44:42.436627,11,11,.hmap,22.740000000000002,Duplicate Files,Group_12ed03f0
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Wellbeing Log-project-headers.hmap,Wellbeing Log-project-headers.hmap,121,121.0B,2025-08-05 21:44:42.436533,2025-08-05 21:44:42.700220,2025-08-05 21:44:42.436533,11,11,.hmap,22.740000000000002,Duplicate Files,Group_12ed03f0
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Wellbeing Log-all-non-framework-target-headers.hmap,Wellbeing Log-all-non-framework-target-headers.hmap,121,121.0B,2025-08-05 21:44:42.436621,2025-08-05 21:47:46.776947,2025-08-05 21:44:42.436621,11,11,.hmap,22.740000000000002,Duplicate Files,Group_12ed03f0
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/DerivedSources/Entitlements-Simulated.plist,Entitlements-Simulated.plist,273,273.0B,2025-08-05 21:44:42.437784,2025-08-05 21:44:42.917377,2025-08-05 21:44:42.437784,11,11,.plist,22.740000000000002,Duplicate Files,Group_d4f111ec
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Wellbeing Log.app-Simulated.xcent,Wellbeing Log.app-Simulated.xcent,273,273.0B,2025-08-05 21:44:42.438194,2025-08-05 21:49:32.293851,2025-08-05 21:44:42.438194,11,11,.xcent,22.740000000000002,Duplicate Files,Group_d4f111ec
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Wellbeing Log-generated-files.hmap,Wellbeing Log-generated-files.hmap,302,302.0B,2025-08-05 21:44:42.436338,2025-08-05 21:44:42.700201,2025-08-05 21:44:42.436338,11,11,.hmap,22.740000000000002,Duplicate Files,Group_7951d30f
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing Log.SwiftFileList,Wellbeing Log.SwiftFileList,1784,1.7KB,2025-08-05 21:49:31.511121,2025-08-05 21:49:31.852263,2025-08-05 21:49:31.511121,11,11,.swiftfilelist,22.740000000000002,Duplicate Files,Group_eedaafe0
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/x86_64/Wellbeing Log.SwiftFileList,Wellbeing Log.SwiftFileList,1784,1.7KB,2025-08-05 21:49:31.510927,2025-08-05 21:49:31.879784,2025-08-05 21:49:31.510927,11,11,.swiftfilelist,22.740000000000002,Duplicate Files,Group_eedaafe0
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/x86_64/Wellbeing Log.LinkFileList,Wellbeing Log.LinkFileList,3324,3.2KB,2025-08-05 21:49:31.510613,2025-08-05 21:49:31.866297,2025-08-05 21:49:31.510613,11,11,.linkfilelist,22.740000000000002,Duplicate Files,Group_bcd606e5
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing Log_const_extract_protocols.json,Wellbeing Log_const_extract_protocols.json,270,270.0B,2025-08-05 21:44:42.437609,2025-08-05 21:44:43.051838,2025-08-05 21:44:42.437609,11,11,.json,22.740000000000002,Duplicate Files,Group_096d13d7
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/x86_64/Wellbeing Log_const_extract_protocols.json,Wellbeing Log_const_extract_protocols.json,270,270.0B,2025-08-05 21:44:42.436481,2025-08-05 21:44:43.129791,2025-08-05 21:44:42.436481,11,11,.json,22.740000000000002,Duplicate Files,Group_096d13d7
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing Log.LinkFileList,Wellbeing Log.LinkFileList,3301,3.2KB,2025-08-05 21:49:31.511128,2025-08-05 21:49:31.854002,2025-08-05 21:49:31.511128,11,11,.linkfilelist,22.740000000000002,Duplicate Files,Group_8b8f6063
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing Log.SwiftConstValuesFileList,Wellbeing Log.SwiftConstValuesFileList,3715,3.6KB,2025-08-05 21:49:31.510992,2025-08-05 21:49:31.876045,2025-08-05 21:49:31.510992,11,11,.swiftconstvaluesfilelist,22.740000000000002,Duplicate Files,Group_b57e0004
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/x86_64/Wellbeing Log.SwiftConstValuesFileList,Wellbeing Log.SwiftConstValuesFileList,3715,3.6KB,2025-08-05 21:49:31.510711,2025-08-05 21:49:31.854333,2025-08-05 21:49:31.510711,11,11,.swiftconstvaluesfilelist,22.740000000000002,Duplicate Files,Group_b57e0004
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/empty-Wellbeing Log.plist,empty-Wellbeing Log.plist,181,181.0B,2025-08-05 21:44:42.436301,2025-08-05 21:44:43.398540,2025-08-05 21:44:42.436301,11,11,.plist,22.740000000000002,Duplicate Files,Group_97704a89
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log-8e34ac95a6415bd13ed4e2460f2cdf81-VFS-iphonesimulator/all-product-headers.yaml,all-product-headers.yaml,49,49.0B,2025-08-05 21:44:42.434405,2025-08-05 21:47:46.777058,2025-08-05 21:44:42.434405,11,11,.yaml,22.740000000000002,Duplicate Files,Group_b7e056c8
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/x86_64/Wellbeing_Log.swiftdoc,Wellbeing_Log.swiftdoc,424,424.0B,2025-08-05 21:44:43.344566,2025-08-05 21:49:31.824749,2025-08-05 21:44:43.344639,11,11,.swiftdoc,22.740000000000002,Duplicate Files,Group_ddf7e0b5
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing_Log.swiftdoc,Wellbeing_Log.swiftdoc,424,424.0B,2025-08-05 21:44:43.002477,2025-08-05 21:49:31.824701,2025-08-05 21:44:43.002575,11,11,.swiftdoc,22.740000000000002,Duplicate Files,Group_460b000f
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing_Log.abi.json,Wellbeing_Log.abi.json,149,149.0B,2025-08-05 21:49:31.826436,2025-08-05 21:49:31.846479,2025-08-05 21:49:31.826498,11,11,.json,22.740000000000002,Duplicate Files,Group_4277ac6b
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/x86_64/Wellbeing_Log.abi.json,Wellbeing_Log.abi.json,149,149.0B,2025-08-05 21:49:31.826494,2025-08-05 21:49:31.846749,2025-08-05 21:49:31.826559,11,11,.json,22.740000000000002,Duplicate Files,Group_4277ac6b
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/LunchStudentOutDetailView.swiftconstvalues,LunchStudentOutDetailView.swiftconstvalues,2,2.0B,2025-08-05 21:44:44.449274,2025-08-05 21:45:00.228280,2025-08-05 21:44:44.449386,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/HeadCountView.swiftconstvalues,HeadCountView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.770934,2025-08-05 21:45:00.228508,2025-08-05 21:44:43.771011,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/ContentView.swiftconstvalues,ContentView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.265130,2025-08-05 21:49:32.076374,2025-08-05 21:44:43.265210,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/LunchRoomInView.swiftconstvalues,LunchRoomInView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.654297,2025-08-05 21:45:00.228567,2025-08-05 21:44:43.654358,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/StudentOutSearchView.swiftconstvalues,StudentOutSearchView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.654509,2025-08-05 21:45:00.228564,2025-08-05 21:44:43.654563,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/SubscriptionManager.swiftconstvalues,SubscriptionManager.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.265328,2025-08-05 21:49:31.793139,2025-08-05 21:44:43.265408,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Wellbeing_LogApp.swiftconstvalues,Wellbeing_LogApp.swiftconstvalues,2,2.0B,2025-08-05 21:44:44.448961,2025-08-05 21:49:31.983631,2025-08-05 21:44:44.449104,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/Student.swiftconstvalues,Student.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.702010,2025-08-05 21:45:00.228524,2025-08-05 21:44:43.702210,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/StudentOutDetailView.swiftconstvalues,StudentOutDetailView.swiftconstvalues,2,2.0B,2025-08-05 21:44:44.137179,2025-08-05 21:45:00.228372,2025-08-05 21:44:44.137367,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/PurchaseView.swiftconstvalues,PurchaseView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.052178,2025-08-05 21:49:32.088927,2025-08-05 21:44:43.052369,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/StudentOutRoomSelectionView.swiftconstvalues,StudentOutRoomSelectionView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.397087,2025-08-05 21:45:00.228667,2025-08-05 21:44:43.397173,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/ReasonStore.swiftconstvalues,ReasonStore.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.701864,2025-08-05 21:45:00.228527,2025-08-05 21:44:43.701918,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/SettingsView.swiftconstvalues,SettingsView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.285698,2025-08-05 21:49:32.036796,2025-08-05 21:44:43.285891,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/StudentDetailView.swiftconstvalues,StudentDetailView.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.396898,2025-08-05 21:45:00.228670,2025-08-05 21:44:43.396965,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/StudentStore.swiftconstvalues,StudentStore.swiftconstvalues,2,2.0B,2025-08-05 21:44:43.184003,2025-08-05 21:45:00.228789,2025-08-05 21:44:43.184088,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
build/Wellbeing Log.build/Debug-iphonesimulator/Wellbeing Log.build/Objects-normal/arm64/NotificationExtensions.swiftconstvalues,NotificationExtensions.swiftconstvalues,2,2.0B,2025-08-05 21:44:44.457865,2025-08-05 21:45:00.228268,2025-08-05 21:44:44.457923,11,11,.swiftconstvalues,22.740000000000002,Duplicate Files,Group_4f53cda1
